category,keyword,source,search_intent,trend_score,difficulty,duplicate_risk,created_at,reason,final_score,title,selected_at,topic_type,topic_type_label
office365,microsoft 365 정품 인증 문제 해결사,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.,95,microsoft 365 정품 인증 문제 해결사 자주 생기는 이유와 점검 순서,2026-05-12 17:31:11,error_solution,오류 해결형
trello,트렐로 자동화 Butler 설정,perplexity_questions,how_to,95,medium,low,2026-05-12,기존 글의 노션 페이지나 파이썬 Set과 다른 트렐로 자동화 오류,95,트렐로 자동화 Butler 설정 처음 시작할 때 알아두면 좋은 사용법,2026-05-12 17:31:11,feature_explanation,기능 설명형
office365,워드 기본 설정 초기화,google_suggest,how_to,90,medium,low,2026-05-12,사용 방법을 찾는 검색어라 단계별 설명 글로 만들기 좋습니다.,90,워드 기본 설정 초기화 기본 개념부터 적용 방법까지 정리,2026-05-12 17:31:11,feature_explanation,기능 설명형
office365,ppt 초보자 사용방법,naver_suggest,how_to,90,medium,low,2026-05-12,사용 방법을 찾는 검색어라 단계별 설명 글로 만들기 좋습니다.,90,ppt 초보자 사용방법 기능과 사용 방법 쉽게 설명,2026-05-12 17:31:11,feature_explanation,기능 설명형
python,python 라이브러리를 활용한 인공지능,google_suggest,practical,90,low,low,2026-05-12,실무 활용 의도가 강해 경험형 콘텐츠로 확장하기 좋습니다.,90,python 라이브러리를 활용한 인공지능 업무에 적용하는 단계별 방법,2026-05-12 17:31:11,practical_usage,실무 활용형
python,python 을 활용 한 데이터 분석,google_suggest,practical,90,low,low,2026-05-12,실무 활용 의도가 강해 경험형 콘텐츠로 확장하기 좋습니다.,90,python 을 활용 한 데이터 분석 실무에서 바로 쓰는 방법,2026-05-12 17:31:11,practical_usage,실무 활용형
notion,notion database 활용,google_suggest,practical,90,low,low,2026-05-12,실무 활용 의도가 강해 경험형 콘텐츠로 확장하기 좋습니다.,90,notion database 활용 업무에 적용하는 단계별 방법,2026-05-12 17:31:11,practical_usage,실무 활용형
office365,오피스365 가정용 비즈니스용 차이,google_suggest,comparison,80,low,low,2026-05-12,비교 검색 의도가 있어 선택 기준을 설명하는 글로 적합합니다.,80,오피스365 가정용 비즈니스용 차이 비교할 때 먼저 봐야 할 핵심,2026-05-12 17:31:11,comparison_analysis,비교/분석형
office365,microsoft 365 copilot 차이,google_suggest,comparison,80,low,low,2026-05-12,비교 검색 의도가 있어 선택 기준을 설명하는 글로 적합합니다.,80,microsoft 365 copilot 차이 차이를 이해하고 선택하는 방법,2026-05-12 17:31:11,comparison_analysis,비교/분석형
trello,트렐로 자동화 규칙 작동 안함,perplexity_questions,problem_solving,100,medium,low,2026-05-12,"Butler 오류, 기존 글에 자동화 미언급",100,트렐로 자동화 규칙 작동 안함 원인과 해결 방법,2026-05-12 17:41:00,error_solution,오류 해결형
office365,Microsoft 365 구독에 문제가 발생했으며,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.,95,Microsoft 365 구독에 문제가 발생했으며 자주 생기는 이유와 점검 순서,2026-05-12 17:41:00,error_solution,오류 해결형
office365,excel 오류가 생겨 제대로 작동할 수 없습니다,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.,95,excel 오류가 생겨 제대로 작동할 수 없습니다 원인과 해결 방법,2026-05-12 17:41:00,error_solution,오류 해결형
office365,워드 오류 책갈피가 정의되어 있지 않습니다,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.,95,워드 오류 책갈피가 정의되어 있지 않습니다 자주 생기는 이유와 점검 순서,2026-05-12 17:41:00,error_solution,오류 해결형
office365,아웃룩 기본 글꼴 설정,google_suggest,how_to,90,medium,low,2026-05-12,사용 방법을 찾는 검색어라 단계별 설명 글로 만들기 좋습니다.,90,아웃룩 기본 글꼴 설정 기능과 사용 방법 쉽게 설명,2026-05-12 17:41:00,feature_explanation,기능 설명형
office365,아웃룩 기본 폰트 설정,google_suggest,how_to,90,medium,low,2026-05-12,사용 방법을 찾는 검색어라 단계별 설명 글로 만들기 좋습니다.,90,아웃룩 기본 폰트 설정 기능과 사용 방법 쉽게 설명,2026-05-12 17:41:00,feature_explanation,기능 설명형
office365,아웃룩 기본 글자 크기 설정,google_suggest,how_to,90,medium,low,2026-05-12,사용 방법을 찾는 검색어라 단계별 설명 글로 만들기 좋습니다.,90,아웃룩 기본 글자 크기 설정 처음 시작할 때 알아두면 좋은 사용법,2026-05-12 17:41:00,feature_explanation,기능 설명형
office365,오피스365 파워포인트 슬라이드 마스터 활용법,perplexity_questions,practical,90,low,low,2026-05-12,기존 글은 슬라이드 삭제 같은 기본 편집이고 이것은 디자인 템플릿 설정,90,오피스365 파워포인트 슬라이드 마스터 활용법 실무에서 바로 쓰는 방법,2026-05-12 17:41:00,practical_usage,실무 활용형
python,파이썬 selenium 브라우저 자동화,perplexity_questions,practical,90,low,low,2026-05-12,자료구조와 무관한 브라우저 제어 오류 해결,90,파이썬 selenium 브라우저 자동화 반복 작업을 줄이는 실전 사용법,2026-05-12 17:41:00,practical_usage,실무 활용형
office365,오피스365 엑셀간트 XLGantt 프로젝트 일정관리,perplexity_questions,practical,90,low,low,2026-05-12,기존 글은 기본 엑셀 기능이고 이것은 전문 애드온 도구 활용,90,오피스365 엑셀간트 XLGantt 프로젝트 일정관리 실무에서 바로 쓰는 방법,2026-05-12 17:41:00,practical_usage,실무 활용형
office365,microsoft 365 가정용 비즈니스용 차이,google_suggest,comparison,80,low,low,2026-05-12,비교 검색 의도가 있어 선택 기준을 설명하는 글로 적합합니다.,80,microsoft 365 가정용 비즈니스용 차이 차이점과 선택 기준 정리,2026-05-12 17:41:00,comparison_analysis,비교/분석형
office365,microsoft 365 office 2024 차이,google_suggest,comparison,80,low,low,2026-05-12,비교 검색 의도가 있어 선택 기준을 설명하는 글로 적합합니다.,80,microsoft 365 office 2024 차이 어떤 상황에서 무엇을 골라야 하는지 정리,2026-05-12 17:41:00,comparison_analysis,비교/분석형
office365,워드 오류 참조 원본을 찾을 수 없습니다,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.,95,워드 오류 참조 원본을 찾을 수 없습니다 자주 생기는 이유와 점검 순서,2026-05-12 17:45:33,error_solution,오류 해결형
office365,워드 오류로 인해 내보내지 못했습니다,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.,95,워드 오류로 인해 내보내지 못했습니다 자주 생기는 이유와 점검 순서,2026-05-12 17:45:33,error_solution,오류 해결형
office365,워드 오류 지정한 스타일은 사용되지 않습니다,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.,95,워드 오류 지정한 스타일은 사용되지 않습니다 원인과 해결 방법,2026-05-12 17:45:33,error_solution,오류 해결형
office365,excel 내용에 문제가 있습니다,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.,95,excel 내용에 문제가 있습니다 자주 생기는 이유와 점검 순서,2026-05-12 17:45:33,error_solution,오류 해결형
office365,아웃룩 기본 양식 설정,google_suggest,how_to,90,medium,low,2026-05-12,사용 방법을 찾는 검색어라 단계별 설명 글로 만들기 좋습니다.,90,아웃룩 기본 양식 설정 처음 시작할 때 알아두면 좋은 사용법,2026-05-12 17:45:33,feature_explanation,기능 설명형
office365,아웃룩 기본 서식 설정,google_suggest,how_to,90,medium,low,2026-05-12,사용 방법을 찾는 검색어라 단계별 설명 글로 만들기 좋습니다.,90,아웃룩 기본 서식 설정 처음 시작할 때 알아두면 좋은 사용법,2026-05-12 17:45:33,feature_explanation,기능 설명형
office365,outlook 기본 폰트 설정,google_suggest,how_to,90,medium,low,2026-05-12,사용 방법을 찾는 검색어라 단계별 설명 글로 만들기 좋습니다.,90,outlook 기본 폰트 설정 초보자도 이해하기 쉬운 설정과 활용,2026-05-12 17:45:33,feature_explanation,기능 설명형
python,파이썬 문자열 슬라이싱 인덱스 음수 활용,perplexity_questions,practical,90,low,low,2026-05-12,기존 글에 없는 슬라이싱 고급 기법 추가,90,파이썬 문자열 슬라이싱 인덱스 음수 활용 반복 작업을 줄이는 실전 사용법,2026-05-12 17:45:33,practical_usage,실무 활용형
python,파이썬 예외처리 try except else finally 실전 활용,perplexity_questions,practical,90,low,low,2026-05-12,기존 글에 없는 실무 예외처리 전략 추가,90,파이썬 예외처리 try except else finally 실전 활용 반복 작업을 줄이는 실전 사용법,2026-05-12 17:45:33,practical_usage,실무 활용형
python,파이썬 조건문 논리 연산자 and or not 활용,perplexity_questions,practical,90,low,low,2026-05-12,기존 글에 없는 조건문 고급 활용법 추가,90,파이썬 조건문 논리 연산자 and or not 활용 작업 흐름에 맞춰 정리한 활용법,2026-05-12 17:45:33,practical_usage,실무 활용형
office365,microsoft 365 basic personal 차이,google_suggest,comparison,80,low,low,2026-05-12,비교 검색 의도가 있어 선택 기준을 설명하는 글로 적합합니다.,80,microsoft 365 basic personal 차이 차이점과 선택 기준 정리,2026-05-12 17:45:33,comparison_analysis,비교/분석형
office365,microsoft 365 basic 차이,google_suggest,comparison,80,low,low,2026-05-12,비교 검색 의도가 있어 선택 기준을 설명하는 글로 적합합니다.,80,microsoft 365 basic 차이 차이점과 선택 기준 정리,2026-05-12 17:45:33,comparison_analysis,비교/분석형
office365,excel 잠재적인 보안 문제가 있습니다,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.,95,excel 잠재적인 보안 문제가 있습니다 해결 전에 먼저 확인할 것,2026-05-12 17:48:41,error_solution,오류 해결형
office365,powerpoint 에 오류 가 생겨 제대로 작동 할 수 없습니다,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.,95,powerpoint 에 오류 가 생겨 제대로 작동 할 수 없습니다 문제를 줄이는 실무 처리 순서,2026-05-12 17:48:41,error_solution,오류 해결형
office365,powerpoint 저장 중 오류가 발생했습니다,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.,95,powerpoint 저장 중 오류가 발생했습니다 자주 생기는 이유와 점검 순서,2026-05-12 17:48:41,error_solution,오류 해결형
office365,powerpoint 응용 프로그램 오류,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.,95,powerpoint 응용 프로그램 오류 해결 전에 먼저 확인할 것,2026-05-12 17:48:41,error_solution,오류 해결형
office365,outlook 기본 서식 설정,google_suggest,how_to,90,medium,low,2026-05-12,사용 방법을 찾는 검색어라 단계별 설명 글로 만들기 좋습니다.,90,outlook 기본 서식 설정 기본 개념부터 적용 방법까지 정리,2026-05-12 17:48:41,feature_explanation,기능 설명형
office365,outlook 기본 설정,google_suggest,how_to,90,medium,low,2026-05-12,사용 방법을 찾는 검색어라 단계별 설명 글로 만들기 좋습니다.,90,outlook 기본 설정 처음 시작할 때 알아두면 좋은 사용법,2026-05-12 17:48:41,feature_explanation,기능 설명형
office365,팀즈 기본 브라우저 설정,google_suggest,how_to,90,medium,low,2026-05-12,사용 방법을 찾는 검색어라 단계별 설명 글로 만들기 좋습니다.,90,팀즈 기본 브라우저 설정 초보자도 이해하기 쉬운 설정과 활용,2026-05-12 17:48:41,feature_explanation,기능 설명형
excel,텍스트 함수 CONCATENATE TEXTJOIN 활용,perplexity_questions,practical,90,low,low,2026-04-28,실무 활용 의도가 강해 경험형 콘텐츠로 확장하기 좋습니다.,90,텍스트 함수 CONCATENATE TEXTJOIN 활용 반복 작업을 줄이는 실전 사용법,2026-05-12 17:48:41,practical_usage,실무 활용형
excel,엑셀 파일 손상 시 Microsoft Office 복구 도구 활용,perplexity_questions,practical,90,low,low,2026-04-26,실무 활용 의도가 강해 경험형 콘텐츠로 확장하기 좋습니다.,90,엑셀 파일 손상 시 Microsoft Office 복구 도구 활용 실무에서 바로 쓰는 방법,2026-05-12 17:48:41,practical_usage,실무 활용형
notion,노션으로 개인 재정 관리 대시보드 구축하기,perplexity_questions,practical,90,low,low,2026-04-26,실무 활용 의도가 강해 경험형 콘텐츠로 확장하기 좋습니다.,90,노션으로 개인 재정 관리 대시보드 구축하기 실무에서 바로 쓰는 방법,2026-05-12 17:48:41,practical_usage,실무 활용형
office365,microsoft 365 personal family 차이,google_suggest,comparison,80,low,low,2026-05-12,비교 검색 의도가 있어 선택 기준을 설명하는 글로 적합합니다.,80,microsoft 365 personal family 차이 비교할 때 먼저 봐야 할 핵심,2026-05-12 17:48:41,comparison_analysis,비교/분석형
office365,microsoft 365 라이선스 비교,google_suggest,comparison,80,low,low,2026-05-12,비교 검색 의도가 있어 선택 기준을 설명하는 글로 적합합니다.,80,microsoft 365 라이선스 비교 어떤 상황에서 무엇을 골라야 하는지 정리,2026-05-12 17:48:41,comparison_analysis,비교/분석형
office365,powerpoint 동영상 재생 안됨,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.,95,powerpoint 동영상 재생 안됨 문제를 줄이는 실무 처리 순서,2026-05-12 18:46:11,error_solution,오류 해결형
office365,powerpoint 내용 에 문제 가 있습니다,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.,95,powerpoint 내용 에 문제 가 있습니다 자주 생기는 이유와 점검 순서,2026-05-12 18:46:11,error_solution,오류 해결형
office365,아웃룩 문제가 발생하여 검색을 완료하지 못했습니다,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.,95,아웃룩 문제가 발생하여 검색을 완료하지 못했습니다 자주 생기는 이유와 점검 순서,2026-05-12 18:46:11,error_solution,오류 해결형
office365,아웃룩 문제가 발생하여 아직 메시지를 보내지 못했습니다,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.,95,아웃룩 문제가 발생하여 아직 메시지를 보내지 못했습니다 문제를 줄이는 실무 처리 순서,2026-05-12 18:46:11,error_solution,오류 해결형
jira,지라 대시보드 만들기 및 위젯 활용,perplexity_questions,how_to,100,low,low,2026-05-12,기존 글은 대시보드 개념만 언급하고 실제 구성 방법은 다루지 않음,100,지라 대시보드 만들기 및 위젯 활용 기본 개념부터 적용 방법까지 정리,2026-05-12 18:46:11,feature_explanation,기능 설명형
jira,지라 백로그 관리 및 우선순위 설정,perplexity_questions,how_to,100,low,low,2026-05-12,기존 글은 기본 용어만 설명하고 실제 백로그 관리 방법론은 미포함,100,지라 백로그 관리 및 우선순위 설정 처음 시작할 때 알아두면 좋은 사용법,2026-05-12 18:46:11,feature_explanation,기능 설명형
jira,지라 자동화 규칙 설정 실전,perplexity_questions,how_to,95,medium,low,2026-05-12,기존 영상은 자동화 Top 3 기능만 소개하고 실제 설정 튜토리얼은 없음,95,지라 자동화 규칙 설정 실전 기본 개념부터 적용 방법까지 정리,2026-05-12 18:46:11,feature_explanation,기능 설명형
notion,노션 공식 템플릿 커스터마이징 실무 가이드,perplexity_questions,practical,90,low,low,2026-04-26,실무 활용 의도가 강해 경험형 콘텐츠로 확장하기 좋습니다.,90,노션 공식 템플릿 커스터마이징 실무 가이드 업무에 적용하는 단계별 방법,2026-05-12 18:46:11,practical_usage,실무 활용형
notion,노션 서브페이지와 링크 데이터베이스로 지식 정리,perplexity_questions,practical,90,low,low,2026-04-26,실무 활용 의도가 강해 경험형 콘텐츠로 확장하기 좋습니다.,90,노션 서브페이지와 링크 데이터베이스로 지식 정리 업무에 적용하는 단계별 방법,2026-05-12 18:46:11,practical_usage,실무 활용형
notion,노션으로 주간 플래너와 할 일 목록 자동화,perplexity_questions,practical,90,low,low,2026-04-26,실무 활용 의도가 강해 경험형 콘텐츠로 확장하기 좋습니다.,90,노션으로 주간 플래너와 할 일 목록 자동화 실무에서 바로 쓰는 방법,2026-05-12 18:46:11,practical_usage,실무 활용형
office365,microsoft 365 플랜 비교,google_suggest,comparison,80,low,low,2026-05-12,비교 검색 의도가 있어 선택 기준을 설명하는 글로 적합합니다.,80,microsoft 365 플랜 비교 어떤 상황에서 무엇을 골라야 하는지 정리,2026-05-12 18:46:11,comparison_analysis,비교/분석형
office365,microsoft 365 e3 e5 비교,google_suggest,comparison,80,low,low,2026-05-12,비교 검색 의도가 있어 선택 기준을 설명하는 글로 적합합니다.,80,microsoft 365 e3 e5 비교 차이점과 선택 기준 정리,2026-05-12 18:46:11,comparison_analysis,비교/분석형
office365,아웃룩 문제 발생 잠시 후에 파일 을 다시 열어 보세요,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.,95,아웃룩 문제 발생 잠시 후에 파일 을 다시 열어 보세요 자주 생기는 이유와 점검 순서,2026-05-12 18:55:15,error_solution,오류 해결형
office365,outlook 오류 0x800ccc0f,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.,95,outlook 오류 0x800ccc0f 원인과 해결 방법,2026-05-12 18:55:15,error_solution,오류 해결형
office365,outlook 오류가 발생했습니다,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.,95,outlook 오류가 발생했습니다 원인과 해결 방법,2026-05-12 18:55:15,error_solution,오류 해결형
office365,microsoft outlook 오류,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.,95,microsoft outlook 오류 해결 전에 먼저 확인할 것,2026-05-12 18:55:15,error_solution,오류 해결형
office365,팀즈 파일열기 기본설정,google_suggest,how_to,90,medium,low,2026-05-12,사용 방법을 찾는 검색어라 단계별 설명 글로 만들기 좋습니다.,90,팀즈 파일열기 기본설정 기본 개념부터 적용 방법까지 정리,2026-05-12 18:55:15,feature_explanation,기능 설명형
office365,원노트 기본 글꼴 설정,google_suggest,how_to,90,medium,low,2026-05-12,사용 방법을 찾는 검색어라 단계별 설명 글로 만들기 좋습니다.,90,원노트 기본 글꼴 설정 기본 개념부터 적용 방법까지 정리,2026-05-12 18:55:15,feature_explanation,기능 설명형
office365,onenote 기본 폰트 설정,google_suggest,how_to,90,medium,low,2026-05-12,사용 방법을 찾는 검색어라 단계별 설명 글로 만들기 좋습니다.,90,onenote 기본 폰트 설정 기본 개념부터 적용 방법까지 정리,2026-05-12 18:55:15,feature_explanation,기능 설명형
ppt,이슈와 개선 방향 제안하는 PPT 템플릿 활용법,perplexity_questions,practical,90,low,low,2026-04-26,실무 활용 의도가 강해 경험형 콘텐츠로 확장하기 좋습니다.,90,이슈와 개선 방향 제안하는 PPT 템플릿 활용법 실무에서 바로 쓰는 방법,2026-05-12 18:55:15,practical_usage,실무 활용형
word,워드 문서 손상 복구 및 텍스트 패드 활용법,perplexity_questions,practical,90,low,low,2026-04-26,실무 활용 의도가 강해 경험형 콘텐츠로 확장하기 좋습니다.,90,워드 문서 손상 복구 및 텍스트 패드 활용법 반복 작업을 줄이는 실전 사용법,2026-05-12 18:55:15,practical_usage,실무 활용형
unity,실무형 unity 게임개발자 양성과정,google_suggest,practical,90,low,low,2026-04-26,실무 활용 의도가 강해 경험형 콘텐츠로 확장하기 좋습니다.,90,실무형 unity 게임개발자 양성과정 반복 작업을 줄이는 실전 사용법,2026-05-12 18:55:15,practical_usage,실무 활용형
office365,hotmail outlook 차이,google_suggest,comparison,80,low,low,2026-05-12,비교 검색 의도가 있어 선택 기준을 설명하는 글로 적합합니다.,80,hotmail outlook 차이 차이점과 선택 기준 정리,2026-05-12 18:55:15,comparison_analysis,비교/분석형
office365,exchange outlook 차이,google_suggest,comparison,80,low,low,2026-05-12,비교 검색 의도가 있어 선택 기준을 설명하는 글로 적합합니다.,80,exchange outlook 차이 어떤 상황에서 무엇을 골라야 하는지 정리,2026-05-12 18:55:15,comparison_analysis,비교/분석형
office365,outlook 문제가 발생하여 검색을 완료하지 못했습니다,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.,95,outlook 문제가 발생하여 검색을 완료하지 못했습니다 문제를 줄이는 실무 처리 순서,2026-05-12 18:58:58,error_solution,오류 해결형
office365,outlook 문제가 발생했습니다,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.,95,outlook 문제가 발생했습니다 원인과 해결 방법,2026-05-12 18:58:58,error_solution,오류 해결형
office365,outlook 검색 문제가 발생하여 검색을 완료하지 못했습니다,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.,95,outlook 검색 문제가 발생하여 검색을 완료하지 못했습니다 자주 생기는 이유와 점검 순서,2026-05-12 18:58:58,error_solution,오류 해결형
office365,outlook 동기화 문제 충돌 폴더,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.,95,outlook 동기화 문제 충돌 폴더 문제를 줄이는 실무 처리 순서,2026-05-12 18:58:58,error_solution,오류 해결형
notion,노션 기본 템플릿 설정,google_suggest,how_to,90,medium,low,2026-05-12,사용 방법을 찾는 검색어라 단계별 설명 글로 만들기 좋습니다.,90,노션 기본 템플릿 설정 초보자도 이해하기 쉬운 설정과 활용,2026-05-12 18:58:58,feature_explanation,기능 설명형
notion,노션 기본 페이지 설정,google_suggest,how_to,90,medium,low,2026-05-12,사용 방법을 찾는 검색어라 단계별 설명 글로 만들기 좋습니다.,90,노션 기본 페이지 설정 기본 개념부터 적용 방법까지 정리,2026-05-12 18:58:58,feature_explanation,기능 설명형
notion,notion 기본 사용법,google_suggest,how_to,90,medium,low,2026-05-12,사용 방법을 찾는 검색어라 단계별 설명 글로 만들기 좋습니다.,90,notion 기본 사용법 처음 시작할 때 알아두면 좋은 사용법,2026-05-12 18:58:58,feature_explanation,기능 설명형
unreal,언리얼 UE5 멀티스레딩 디버깅 실무 팁,perplexity_questions,practical,90,low,low,2026-04-26,실무 활용 의도가 강해 경험형 콘텐츠로 확장하기 좋습니다.,90,언리얼 UE5 멀티스레딩 디버깅 실무 팁 실무에서 바로 쓰는 방법,2026-05-12 18:58:58,practical_usage,실무 활용형
unreal,언리얼 레벨 인스턴스 활용 시 주의점과 팁,perplexity_questions,practical,90,low,low,2026-04-26,실무 활용 의도가 강해 경험형 콘텐츠로 확장하기 좋습니다.,90,언리얼 레벨 인스턴스 활용 시 주의점과 팁 작업 흐름에 맞춰 정리한 활용법,2026-05-12 18:58:58,practical_usage,실무 활용형
unreal,언리얼 INPUT 창에서 계산기처럼 활용하는 법,perplexity_questions,practical,90,low,low,2026-04-26,실무 활용 의도가 강해 경험형 콘텐츠로 확장하기 좋습니다.,90,언리얼 INPUT 창에서 계산기처럼 활용하는 법 작업 흐름에 맞춰 정리한 활용법,2026-05-12 18:58:58,practical_usage,실무 활용형
office365,outlook classic new 차이,google_suggest,comparison,80,low,low,2026-05-12,비교 검색 의도가 있어 선택 기준을 설명하는 글로 적합합니다.,80,outlook classic new 차이 차이점과 선택 기준 정리,2026-05-12 18:58:58,comparison_analysis,비교/분석형
office365,outlook 회신 전체회신 차이,google_suggest,comparison,80,low,low,2026-05-12,비교 검색 의도가 있어 선택 기준을 설명하는 글로 적합합니다.,80,outlook 회신 전체회신 차이 차이를 이해하고 선택하는 방법,2026-05-12 18:58:58,comparison_analysis,비교/분석형
trello,트렐로 자동화 버튼 작동 안함,perplexity_questions,problem_solving,100,medium,low,2026-05-12,"기존 글은 수동 관리, 자동화 오류 해결 별도",100,트렐로 자동화 버튼 작동 안함 해결 전에 먼저 확인할 것,2026-05-12 19:26:25,error_solution,오류 해결형
office365,outlook word에 문제가 발생했습니다,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.,95,outlook word에 문제가 발생했습니다 문제를 줄이는 실무 처리 순서,2026-05-12 19:26:25,error_solution,오류 해결형
office365,원드라이브 오류코드 0x8004de40,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.,95,원드라이브 오류코드 0x8004de40 원인과 해결 방법,2026-05-12 19:26:25,error_solution,오류 해결형
office365,원드라이브 문제가 발생했습니다 나중에 다시 시도하세요,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.,95,원드라이브 문제가 발생했습니다 나중에 다시 시도하세요 해결 전에 먼저 확인할 것,2026-05-12 19:26:25,error_solution,오류 해결형
figma,피그마 기본 폰트 설정,google_suggest,how_to,90,medium,low,2026-05-12,사용 방법을 찾는 검색어라 단계별 설명 글로 만들기 좋습니다.,90,피그마 기본 폰트 설정 기본 개념부터 적용 방법까지 정리,2026-05-12 19:26:25,feature_explanation,기능 설명형
figma,figma 기본 사용법,google_suggest,how_to,90,medium,low,2026-05-12,사용 방법을 찾는 검색어라 단계별 설명 글로 만들기 좋습니다.,90,figma 기본 사용법 기능과 사용 방법 쉽게 설명,2026-05-12 19:26:25,feature_explanation,기능 설명형
figma,figma 기본 폰트 설정,google_suggest,how_to,90,medium,low,2026-05-12,사용 방법을 찾는 검색어라 단계별 설명 글로 만들기 좋습니다.,90,figma 기본 폰트 설정 기본 개념부터 적용 방법까지 정리,2026-05-12 19:26:25,feature_explanation,기능 설명형
figma,피그마 프레임 정렬 및 배치 자동화,perplexity_questions,practical,90,low,low,2026-05-12,기본 레이아웃 설정 외 고급 배치 최적화,90,피그마 프레임 정렬 및 배치 자동화 실무에서 바로 쓰는 방법,2026-05-12 19:26:25,practical_usage,실무 활용형
unreal,언리얼 스플라인 메쉬로 메쉬 변형 실무 적용,perplexity_questions,practical,90,low,low,2026-04-26,실무 활용 의도가 강해 경험형 콘텐츠로 확장하기 좋습니다.,90,언리얼 스플라인 메쉬로 메쉬 변형 실무 적용 업무에 적용하는 단계별 방법,2026-05-12 19:26:25,practical_usage,실무 활용형
general_it,AWS EC2 인스턴스 비용 절감 실무 전략,perplexity_questions,practical,90,low,low,2026-04-26,실무 활용 의도가 강해 경험형 콘텐츠로 확장하기 좋습니다.,90,AWS EC2 인스턴스 비용 절감 실무 전략 실무에서 바로 쓰는 방법,2026-05-12 19:26:25,practical_usage,실무 활용형
office365,outlook pop imap 차이,google_suggest,comparison,80,low,low,2026-05-12,비교 검색 의도가 있어 선택 기준을 설명하는 글로 적합합니다.,80,outlook pop imap 차이 비교할 때 먼저 봐야 할 핵심,2026-05-12 19:26:25,comparison_analysis,비교/분석형
office365,outlook imap pop3 차이,google_suggest,comparison,80,low,low,2026-05-12,비교 검색 의도가 있어 선택 기준을 설명하는 글로 적합합니다.,80,outlook imap pop3 차이 비교할 때 먼저 봐야 할 핵심,2026-05-12 19:26:25,comparison_analysis,비교/분석형
office365,원드라이브 로그인하는 동안 문제가 발생했습니다,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.,95,원드라이브 로그인하는 동안 문제가 발생했습니다 해결 전에 먼저 확인할 것,2026-05-12 19:34:56,error_solution,오류 해결형
office365,원드라이브 동기화 문제가 있습니다,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.,95,원드라이브 동기화 문제가 있습니다 해결 전에 먼저 확인할 것,2026-05-12 19:34:56,error_solution,오류 해결형
office365,onedrive 오류코드 0x8004def4,google_suggest,problem_solving,95,low,low,2026-05-12,문제 해결형 검색어라 방문 의도가 강합니다.,95,onedrive 오류코드 0x8004def4 문제를 줄이는 실무 처리 순서,2026-05-12 19:34:56,error_solution,오류 해결형
